m1,m2,m3,m4
-0.36082979870194903,-0.12150920535883485,0.17611754152002326,0.55152043578842502
-0.081489681947931214,-0.72862946233559522,-0.24255831763378774,-0.56343011178188784
-0.59236367095230624,-0.011715807650270188,-1.3081717915392692,1.5767374468201996
0.49915500877096047,-0.45242012192600578,0.1185789309764174,0.67811628592095718
4.5229642901507114,5.7134525530133144,1.1535106207179338,0.74199671241479104
5.2042787672094963,0.90610004492505336,4.443128029935937,1.0920242258913986
5.5222578922081489,4.2977644253935026,-0.19739033562530997,-0.0427605445507575
4.2907033968521722,4.2236430358538879,0.57124290183014936,-0.4574283121889835
0.61373638544097553,-0.29100399146651973,0.98648031008270809,-0.20845989905995474
3.7349392542539994,-0.035817041523897537,4.541573942316087,0.34466265116370465
0.13785758261959519,0.0768478263291522,4.6818355555958249,5.4211833067395281
5.9070264749322563,0.47875935045372153,3.9406273104789182,0.01898573747746805
0.33326279349040611,-0.60964530017212348,5.1291101201413394,5.2326572510881171
5.5489272807496235,0.14787197706455155,5.7990807971580081,0.63574146243999607
-0.33203797456770956,-0.38332915817418051,-0.0096209546233826243,-0.37907953196738609
0.1790256537060104,-0.36137075275551056,0.54797350100136522,0.2418055545773522
5.6638277237912833,5.3294639838209026,0.07373607243062591,-1.1370859891789586
4.2025102491005493,0.074456903916643655,5.1999789928294389,0.17699847294652771
5.601016477331612,5.4257349528174377,0.62072020123551186,0.6271148912313157
4.1544176757455542,4.5057857824915546,0.3766605736963245,0.41006192371571798
-0.29926861480876071,0.05204229214830234,3.8920133388093054,4.9496740034035431
1.5736541114930713,-0.10705091706591668,5.7425190108542354,5.4294829844089216
0.30639933961711679,0.61418290080768823,0.037121403043602307,1.0590122147782199
-0.054505916531519184,-0.016753072048916073,1.3875759491649282,-0.045665845902139506
0.58725940752652728,-0.47816080936945499,6.541237046374027,3.578783993405545
4.8537148058670114,0.4312773847757348,4.4698839496654861,0.25720322182802202
0.37308537552817977,0.31518840442533508,1.1467933338965677,0.45753308443162005
-0.20675713190779346,0.48924501195462144,5.1601324987292267,5.2774944029688884
-1.4131347275048942,0.10232787853240033,-0.2111160865107431,0.98186316524583717
0.2834325800121858,-0.5025951228729939,0.073552740625353039,-0.35925410990756318
4.6931118831278518,-0.89123770795075685,5.316925682518832,0.1145187610538785
4.6558386801463305,5.6603337775092832,-0.058544425770918507,1.0149001110715488
5.0022783222371618,0.56114842988167912,4.460211560069995,-0.45528122071219834
5.805530557716688,0.023210262835562583,5.1839167980742662,-0.43745519555876011
0.17727690693564765,-1.4369160149966194,4.3617768536521622,4.7329038090790387
5.5050721661632611,4.9422319654636793,-0.052845531434901484,-1.0348811301034444
0.37743857893228216,0.49142782695400555,0.72554094667670554,-0.029683104913103334
5.0609590396778401,4.7050908753518739,-0.70578435810086382,-0.74434428237265926
5.4026725247966079,0.18699376641321672,4.961238777952369,-1.0866966784937275
4.917010175262968,4.3774900204183771,0.46274111761942111,0.45187939651084424
-0.7495873518914441,0.30815741005951153,5.0685481627259943,4.424541165282422
0.20858114652921433,-0.79889543998579926,4.7862006591536685,5.779173458512993
3.6333118044970361,4.6689304297506036,-0.49667047352826432,-0.13966329751370707
4.4082744912838203,5.7414049817598736,-0.043443943916288238,0.098341945609891651
4.9642751938686756,-0.13330209251791983,5.8841833532358594,1.0369345552857476
4.9035443057155259,0.85257651479496632,4.7671572770985495,0.27388389711678662
4.7477830877958249,0.21922211999900168,4.7830639936696056,-0.24859457805075225
5.5931546097971685,5.7391071738392023,0.18466972298092266,-0.26250162110515896
4.3582317253348233,4.9600737420743695,0.1220205143383834,0.055856167478896178
-1.5681860802090659,0.40863580486927592,1.041770238786746,0.035095406599966336
5.4682711385972915,0.31995780076756414,6.1188381128215017,-0.17474592264439612
