V1,V2,V3,V4,V5
-0.59103110258436842,-1.6365163055394207,-0.064773690927253977,2.4625221140921223,0.0060107459892786942
0.026594369016167005,0.020381440100037087,0.31549629010047942,-0.63998881467242941,-0.56596849020093687
-1.516553097081865,0.89174268016784064,-0.6056815546645602,1.2113891916160606,0.58531132457324619
-1.3626533492958086,-0.87274968325225077,-0.90758469158195654,0.71116326022022069,0.10655775874542095
1.1784891560316197,0.89005082983947781,2.2616089757821127,-0.20261781973142698,-1.30834898551151
-0.93415131967336518,-0.34387434612934781,-0.60322670819930679,1.4112401665259431,-0.097661935892833937
1.3236056462120183,-2.1867813683280022,-1.2978620956072948,1.288807337736225,-1.4186867561376959
0.62491778994471359,0.8800581814920434,0.50645120276382194,0.58547279209236358,-0.25291272245652929
-0.045722955706094727,0.72385655614642541,-0.85333426238866461,1.2789807585886586,0.031146545567269687
-1.0041205756722797,0.21985268026050242,-1.5060317893484894,-0.87389608612654568,-0.035027924424157274
3.1715667633360423,4.7898705740007603,5.2023288993925068,3.8613972621821127,4.5158156483208849
3.6516482748270191,3.7700060999224352,2.9721346142752987,2.8048006662002751,4.3323844092154271
2.4617066029129511,3.181497517372279,4.9382699577850184,4.3294100729996403,4.9431175099566529
3.7444347545350469,4.4997341572856318,3.4568453415863765,2.9175663652086263,4.3116474663021966
2.8500549672924462,4.1591923480860178,4.5130951250604578,3.4826796718247546,2.9105948800140222
4.0123269676794679,4.5426264281776687,3.647409117480648,3.9218473313702087,5.0625193918271183
3.7770304592523782,3.8433549458172829,5.3265332866050699,3.6507371964088549,3.0093357177082529
4.8877716479113031,4.4387933206426391,2.8598481526248465,1.7416958624293737,5.1495608666216652
3.4078447201232542,5.4878705952295634,5.4131099379593266,3.7134672104081128,4.8819188013322119
3.3442818814191142,4.0601650977954318,3.3978212161446488,4.2806009118266157,5.1619995173231104
7.3174823777849811,7.1509871320676837,7.5583313811388777,6.4438708812674736,7.902482423776358
7.9841418072717261,10.339693057207301,8.2436387729817646,8.5441797326522622,7.9067679751659714
7.5573952146449548,7.8787970477926104,8.5967811515520776,6.4614921974737696,8.669602677456627
8.3525574994488156,6.0497926289423667,7.8799592860209504,7.7075400707198574,7.2752555276694268
8.0731705822914037,8.5387114903085415,5.9302565237599136,7.8888040458100743,10.276120566316152
8.0071588003806458,9.6935148168280527,8.5856255853402761,8.2585601642685305,7.7341768148013808
7.8123998893977475,7.2090317794977183,8.4893914202947194,8.3890290712854512,7.6137005688077162
7.2342993544746097,6.9247393999122995,6.9934037058092562,10.015541676008695,7.8492038943969309
7.7789431792550419,7.3921248776281177,9.2696532908070619,7.6763310224879939,7.4857559865471526
7.0164114125298038,8.7544016605888491,9.1239157212424189,8.3786620650915218,8.3432472662201054
10.895715957849031,12.453476062515216,12.842483763135379,10.404084621623353,11.969771778408457
11.061849785821636,11.87656631955374,13.62060965216855,12.671073724102062,11.50217585169014
12.678624244182574,11.23690317771624,12.447665842415645,12.425723468271414,12.871486865882586
10.422502134705175,12.228270088054611,9.7010945636362216,12.689596579577318,12.074272805513109
11.130061541774358,13.119461916470435,11.920836344218614,11.0092808548983,12.415102103813952
12.484677045357101,12.156573183627664,11.476935583609958,12.841735344548855,14.7713820861761
11.81394730135561,11.311227865917621,11.582420263820651,13.697634068518802,13.714233330264751
13.545554700183663,12.45294960414968,12.304877804477691,13.58640018968795,10.765833949927869
11.388619929871801,10.932453349950027,11.968625945046147,11.233606019979785,12.174288114115665
11.652243512663654,12.40156514874452,12.10512464987343,11.718075218380722,12.983210854883472
