m1,m2,m3,m4
-0.6431976725766656,-0.22241100014642085,-0.13587707902670695,-0.42007025255891867
0.022019369249925733,0.40749311691973272,0.58065202688440221,-0.0088426498147933536
2.8172255866832687,0.18308539736417895,2.7723160695308011,-0.014852207153842095
5.3894537128205799,-0.25873413801795481,4.7421491104919227,-0.60654069086996354
4.4005485027636535,-0.24530643800751631,5.1532350232298363,0.0026036845114369698
-0.26406811363039384,0.43655258269242719,-0.47801244248454255,0.44619883817374062
0.47758499200088822,-0.49269659371585078,-0.13084324321052795,-0.074111164629100321
2.8177762945647449,0.18363469646222241,2.7725900544170221,-0.014454968811140455
5.1534797323244392,0.10389836559669695,4.4598982857021703,0.45417641767095479
5.4220506067210481,0.45084804636958176,5.5463723269715031,0.12444715324994722
2.6014257000745871,2.6064414236093416,0.051831590640302197,0.069186380489853067
2.6858173598002737,2.6678523013722457,0.044779847525619053,0.10606045136967021
2.4223311923854616,1.367902432760137,2.7950892803205707,1.5785476111528911
2.2827725510109653,0.24273377169118829,5.0400592385735399,2.6317365205935959
2.269162336153189,0.22476093275658499,5.1283079886346883,2.7238932448975874
5.467039154313845,4.8560109812505328,-0.15491982876560764,-0.43833039816180897
4.3347272780795256,5.1275502968672679,0.15605174482802536,-0.32678346703244637
1.5073249087218741,1.4381113917747903,3.4883228882304991,3.3980465376231916
0.37818257308796333,0.55002167098965815,5.1491214086781554,5.0487464312046848
-0.42229475947274686,0.069747488085066756,4.5974141622278042,4.4117613701448448
5.1439090865008072,4.9877811190667805,0.51006572221199442,0.43124311804704735
4.9051496156378178,5.0426494219098768,-0.6427508190023381,0.4480324804009102
1.260263255450025,1.3619229871349672,3.5715207214769307,3.6241050697863511
-0.34904720074613843,-0.1826001197111656,4.7179254634424685,5.4779009474623681
0.22380948965505357,-0.53889304252972714,5.4660945108940497,4.9503344832123002
