V1,V2,V3,V4,V5
-1.365043747489499,-1.6501760203558646,-1.2831793473433599,-0.80063571346877416,-1.2749952480471389
-1.230610879803488,-1.29384032366724,-1.2025939732820623,-1.4836221932392442,-1.3929110544048489
-1.5664936253650783,-1.1064436569965443,-1.3978064930732494,-1.0760600036862265,-1.1555701176836655
-1.5329956797939237,-1.4859188643687395,-1.4617846623544928,-1.1861796957093571,-1.2542670793727491
-0.97988851388524945,-1.1068075096646024,-0.79018114406730111,-1.3873393813339154,-1.5459557616075956
-1.4397275759021879,-1.3721778913901155,-1.3972862713083578,-1.0320648278540012,-1.2963677859085139
-0.94830233938223707,-1.7685171099180965,-1.5444907715931298,-1.0590171798886574,-1.5687023341610999
-1.1003793123283181,-1.1089565483243617,-1.1621275314550499,-1.2138491841780188,-1.3283733562632372
-1.246351528129731,-1.1425495779110759,-1.4502881168798487,-1.0611804021477502,-1.2698134024692711
-1.4549571416605678,-1.2509416453879165,-1.5886053046231152,-1.5351145191620987,-1.283455534028638
-0.54607360405588201,-0.26810458478407551,-0.16699491618471857,-0.49268746285202886,-0.34528093688368555
-0.44157866775489241,-0.48743864981922519,-0.63960924195878333,-0.72528654346653643,-0.38309602019751571
-0.70058234990541968,-0.61400446616011917,-0.2229532869353088,-0.38965916432641101,-0.25719094972167589
-0.42138268633379644,-0.3305018947309401,-0.53689118052695517,-0.70046231252168711,-0.38737102388697514
-0.61605412578697938,-0.40373948778826951,-0.31305472708569387,-0.57605831949179165,-0.67620361606657053
-0.36307304707874766,-0.32127739836651747,-0.49650762692256689,-0.47937999000032172,-0.23257577439614752
-0.41428787845930609,-0.4716641023723277,-0.14067399288562521,-0.53906215098503296,-0.65584779760242096
-0.17252303857756579,-0.34360795123872279,-0.66340456361332467,-0.95931834036457286,-0.21463182636872286
-0.4946451498187483,-0.11799132371662854,-0.12232699685006776,-0.52525277128548542,-0.26980730818176107
-0.50848028952423563,-0.42503648352401796,-0.54939934962962145,-0.40040400872358717,-0.2120675487959352
0.35632979551611493,0.2396817984710459,0.33228020610538511,0.075818049842998211,0.35289395903140613
0.50143543476958752,0.92545118306952034,0.4775079529009012,0.53817985348353525,0.35377744258433985
0.40854942073687056,0.39620603423590312,0.55234454819846579,0.079697204824557902,0.51103886633352757
0.58162509707665921,0.0028567370008801907,0.40043837350378159,0.35400207275703466,0.22358862669746027
0.52081351110030083,0.53812853563809204,-0.012735251141841736,0.39390550810298786,0.84222895210433191
0.50644533240402723,0.78648281638754114,0.54998050285990407,0.47530358711639425,0.31819708484241027
0.4640539477951855,0.25216499481521409,0.52958692310187605,0.50402500069686829,0.29336042505749377
0.33822411030623084,0.19102451501829074,0.21256287288076564,0.86208534075974474,0.34191037718816797
0.45677173277227179,0.29154135757077754,0.69493706336556216,0.34713171565651829,0.26698413789217168
0.29079844181180026,0.58451528901378635,0.66405290962192332,0.50174280887588085,0.44375939351301624
1.135171056987778,1.3800455247102452,1.4520777645380332,0.94761915023150611,1.19138192082532
1.1713318825057655,1.255974177684968,1.616975255696939,1.4466739295152351,1.0949851510477631
1.5232403397067227,1.1184069609435801,1.3684094461992711,1.3926625460300248,1.3772740912345711
1.0321709473759866,1.3316122837217439,0.78636646376802144,1.4507515492712371,1.2129252253661094
1.1861789093598549,1.5232737558297904,1.2567657343711809,1.0808469951691548,1.2831885478726472
1.4810256330330953,1.3161930060646705,1.1626959665102929,1.4842433634534724,1.7689450868256884
1.3350340457775378,1.1343913749613459,1.1850498804046827,1.6726608323830827,1.5510096442323109
1.7119371351652255,1.3799323035359425,1.3381503460262556,1.6481738161957937,0.94318532404776145
1.2424569405850516,1.0529313805890808,1.2668931255697147,1.1302299170478354,1.2335437811034431
1.2998374662497878,1.3688814612229809,1.2958194140915189,1.236880923271636,1.4003064382482278
