node,dist
6,0.87165042183135633
1,0.77698515693963754
6,1.5086433021761563
7,0.79381674090465082
21,1.1927952900586385
9,1.0262744000473643
16,0.68772638394907093
17,1.004210242454123
2,1.021063601992493
5,0.98896667967755647
24,0.55579571515667159
9,1.0804567206044891
25,0.45853084144254441
10,0.6581607938021018
1,0.37461428079029846
7,0.81668825183396587
16,0.89634055126913847
5,0.41721251860375413
21,0.67183397689262481
17,1.0053417574497536
20,0.8957618148441282
25,1.5213684349319629
6,0.99894382148468575
2,0.91559986475371968
25,1.7812541830499315
9,0.48573057006742176
2,0.81840687051866856
19,0.63110628221745169
6,1.337994832621398
7,0.40109519744172933
5,0.73630167276502956
22,1.0518202918286481
4,0.96149904725352964
4,0.69018923531726795
25,1.4406262966095915
16,0.61251327011312973
2,0.39343992401261657
16,0.76470527974953739
4,0.69094005283927662
21,0.65314915233740511
20,0.62136165116395725
24,0.88667689929399107
17,1.0785991383603701
17,0.77637420940974355
10,1.2237398668484529
9,0.86596776459797908
5,0.73245190728540188
16,0.97056726504298363
17,0.41972856704504724
2,1.6562956364654062
10,0.66068310602939906
7,0.77361832536549513
10,0.72437438453848824
21,0.7093863655885797
5,0.77156904267608062
17,0.61663244388714766
25,0.32446097779734046
5,1.5274938477466593
20,0.6618554096137601
7,0.84620909820588674
2,1.3290894429482902
16,0.75854448997423507
22,2.0046026428698149
21,0.92598640577877478
22,1.0177666109064929
16,1.5011132338226547
4,1.304802130552301
19,1.1668027240137679
16,1.1027894106226557
2,1.1061857413036864
16,0.96977002628316222
24,0.50369516194726383
16,0.28616862516784342
16,1.3093441931096206
22,0.81671502986991251
9,1.2322109337075087
1,1.1198197033886927
2,0.70263659649773458
1,0.67055186094026009
24,0.74153661008271166
5,1.3236469761673124
1,0.62746687795668343
21,0.33745792409104014
7,0.97115893922625818
2,1.3779595196418803
5,0.48735797824025223
5,0.94792517080337446
6,0.87233728869413285
25,1.3412443054245031
25,0.59479353899560683
2,0.34686490018344746
10,1.3199495864244868
1,0.77090903628993546
9,0.77425575530968449
10,1.3814887593083327
21,0.67592522920135678
1,1.3688194030383862
5,0.55851714937350838
16,1.3663831934407056
17,1.4308715600022022
21,0.41393580792225781
4,0.9689625423004693
7,0.98252484761919412
17,1.0155075418116737
7,0.89664449852798456
16,0.93839546292826193
9,0.57592688235790701
19,0.79107109157014988
10,0.81396566706108087
6,1.6476143178098333
5,1.0175646107746537
7,0.67671421504991247
10,0.75684089010017297
19,1.187081888550698
22,0.60661672855265847
22,0.59508349601567057
20,0.76737117445452052
6,0.9327297095957866
1,0.5128533629541997
16,1.1529945284517455
20,0.6961350032069421
9,0.88095342281195543
5,1.0752019384579428
16,1.023077601298811
9,0.70905559395972273
6,0.81750071199589414
2,0.3643900118349625
9,0.60244222622029542
2,1.2423066388460156
6,0.69015714184081123
6,0.49859490079722368
22,0.29801234444520885
24,0.55006564747056441
6,0.90710764661232968
16,0.56895727886331671
4,1.4170852908244538
5,0.7029868397244714
2,1.5206658869797645
19,1.3080578359839508
16,0.97157313991803385
7,1.409530542067968
1,0.54253956890629984
17,0.38854539272733424
2,1.5082722248696769
