m1,m2,m3,m4
-0.64319767000822603,-0.22241099953379034,-0.13587707736174337,-0.42007025345600812
0.022019367374302677,0.40749311766430746,0.58065202701201912,-0.0088426491314544924
2.8172255954356324,0.1830853962640008,2.7723160792666839,-0.014852209420524363
5.3894537094949504,-0.25873413936680728,4.7421490969790172,-0.60654069312062064
4.4005485064120942,-0.24530643300208305,5.1532350224488832,0.0026036852654731327
-0.26406811579866657,0.43655258260556351,-0.47801244089243655,0.44619884218531131
0.47758499001881566,-0.49269659061203075,-0.13084324235849423,-0.074111163710130906
2.8177763033607199,0.18363469536167454,2.7725900641571766,-0.014454971073506379
5.1534797250307154,0.10389836415749361,4.4598982843602686,0.45417641682039783
5.4220506147697227,0.4508480414944549,5.5463723324496268,0.1244471512787424
2.6014256924206784,2.606441400859663,0.05183158989351104,0.069186383442854688
2.685817347410496,2.6678522803507518,0.044779846782912781,0.10606045441954484
2.422378139412745,1.3679814662023617,2.7950617508292228,1.5785023475500948
2.2827725600447595,0.24273377319000794,5.0400592362409684,2.6317365222330888
2.2691623442484672,0.22476093411776535,5.1283079821040127,2.7238932548607853
5.4670391668834544,4.8560109545894967,-0.15491982804532609,-0.43833039934566337
4.334727277806568,5.1275502982819789,0.15605174267542166,-0.32678346654493745
1.5751116272665704,1.4948480289400448,3.4323462258913859,3.3367149788693933
0.38234010078018527,0.54221206071509076,5.1496360928705789,5.0428826520726169
-0.42223970213587986,0.069809555997408082,4.5972866267256665,4.4117285038197211
5.1439090862682866,4.987781123028336,0.5100657190666027,0.43124311893294287
4.9051496025465129,5.0426494059387954,-0.64275082023530727,0.44803247946633845
1.3309887017941329,1.4234538164161423,3.5255779783724983,3.5790763589797581
-0.34706966261902117,-0.18001870935715142,4.7153405084114306,5.4804140035434878
0.21273770567572106,-0.54255273038863083,5.4679696458260558,4.9528594381338955
